date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:16:16	119753/119753	---MCZ	200	added ('OK')	text/html	etag:W/%22e9c0ea30b3a001906cc80b82bba0e88b%22	http://www.meitalav.co.il/%d7%9e%d7%a2%d7%a8%d7%9b%d7%aa-%d7%94%d7%a2%d7%99%d7%9b%d7%95%d7%9c.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%9e%d7%a2%d7%a8%d7%9b%d7%aa-%d7%94%d7%a2%d7%99%d7%9b%d7%95%d7%9c.html	(from http://www.meitalav.co.il/)
10:16:16	64594/64594	---M-Z	200	added ('OK')	application/x-javascript	etag:%228392cf12a417d11:0%22	http://global.webydo.com/v8/GalleryFreeElements/scripts/jquery.flexslider.js	C:/My%20Web%20Sites/MeitalAfterFix/global.webydo.com/v8/GalleryFreeElements/scripts/jquery.flexslider.js	(from http://www.meitalav.co.il/)
10:16:17	917/917	---M-Z	200	added ('OK')	text/css	etag:%22752cc412a417d11:0%22	http://global.webydo.com/v8/GalleryFreeElements/styles/gallery0.css	C:/My%20Web%20Sites/MeitalAfterFix/global.webydo.com/v8/GalleryFreeElements/styles/gallery0.css	(from http://www.meitalav.co.il/)
10:16:17	10800/10800	---M-Z	200	added ('OK')	text/css	etag:%22d8d2a4581988d11:0%22	http://global.webydo.com/v8/main.css?v=DplyPub_160221.1	C:/My%20Web%20Sites/MeitalAfterFix/global.webydo.com/v8/mainf2f5.css	(from http://www.meitalav.co.il/)
10:16:17	1077/1077	---MC-	200	added ('OK')	text/css	date:Wed,%2030%20Mar%202016%2007:15:24%20GMT	http://fonts.googleapis.com/earlyaccess/alefhebrew.css	C:/My%20Web%20Sites/MeitalAfterFix/fonts.googleapis.com/earlyaccess/alefhebrew.css	(from http://www.meitalav.co.il/)
10:16:18	67506/67506	---M-Z	200	added ('OK')	application/x-javascript	etag:%22cb16c4ecf85d11:0%22	http://global.webydo.com/v8/skrollr.js?v=DplyPub_160221.1	C:/My%20Web%20Sites/MeitalAfterFix/global.webydo.com/v8/skrollrf2f5.js	(from http://www.meitalav.co.il/)
10:16:18	105158/105158	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a9d97ba21888d11:0%22	http://global.webydo.com/v8/script.js?v=DplyPub_160221.1	C:/My%20Web%20Sites/MeitalAfterFix/global.webydo.com/v8/scriptf2f5.js	(from http://www.meitalav.co.il/)
10:16:20	127549/127549	---MCZ	200	added ('OK')	text/html	etag:W/%22dd5d524874e04678110bd3265b0e29ce%22	http://www.meitalav.co.il/about.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/about.html	(from http://www.meitalav.co.il/)
10:16:20	3218/3218	---M--	200	added ('OK')	image/png	etag:%22559d0a33-c92%22	http://images7.webydo.com/91/9142713/3958/6D5A660E-576D-E357-2AD8-65EF621C52FD.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/6D5A660E-576D-E357-2AD8-65EF621C52FD.png	(from http://www.meitalav.co.il/)
10:16:20	4075/4075	---M--	200	added ('OK')	image/png	etag:%22559d021c-feb%22	http://images7.webydo.com/91/9142713/3958%2f26122B06-515F-8F14-411D-072F14436348.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/26122B06-515F-8F14-411D-072F14436348.png	(from http://www.meitalav.co.il/)
10:16:20	41814/41814	---M--	200	added ('OK')	application/javascript	etag:%22554c31b2-a356%22	http://images.webydo.com/JssorMedia/js/jssor.slider.mini.js	C:/My%20Web%20Sites/MeitalAfterFix/images.webydo.com/JssorMedia/js/jssor.slider.mini.js	(from http://www.meitalav.co.il/)
10:16:21	122640/122640	---MCZ	200	added ('OK')	text/html	etag:W/%2297a95fd48f08f24db0a53a9a1a4c3506%22	http://www.meitalav.co.il/%d7%92%d7%a0%d7%99%d7%a7%d7%95%d7%9c%d7%95%d7%92%d7%99%d7%94.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%92%d7%a0%d7%99%d7%a7%d7%95%d7%9c%d7%95%d7%92%d7%99%d7%94.html	(from http://www.meitalav.co.il/)
10:16:22	134014/134014	---MCZ	200	added ('OK')	text/html	etag:W/%22b373d6bec88630adf94b1df76d2e4056%22	http://www.meitalav.co.il/%d7%90%d7%99%d7%a0%d7%93%d7%a7%d7%a1-%d7%9e%d7%97%d7%9c%d7%95%d7%aa.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%90%d7%99%d7%a0%d7%93%d7%a7%d7%a1-%d7%9e%d7%97%d7%9c%d7%95%d7%aa.html	(from http://www.meitalav.co.il/)
10:16:22	3213/3213	---M--	200	added ('OK')	image/png	etag:%22559d02d4-c8d%22	http://images7.webydo.com/91/9142713/3958/0F91B6ED-205A-AC3F-6CBD-9599DDED9C6A.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/0F91B6ED-205A-AC3F-6CBD-9599DDED9C6A.png	(from http://www.meitalav.co.il/)
10:16:22	4001/4001	---M--	200	added ('OK')	image/png	etag:%22559d037e-fa1%22	http://images7.webydo.com/91/9142713/3958%2fB2C464CF-0CAA-4209-DFB0-674DF5D898DF.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/B2C464CF-0CAA-4209-DFB0-674DF5D898DF.png	(from http://www.meitalav.co.il/)
10:16:22	4148/4148	---M--	200	added ('OK')	image/png	etag:%22559d0487-1034%22	http://images7.webydo.com/91/9142713/3958%2f332A2D64-4258-4DEE-E859-89CC52288370.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/332A2D64-4258-4DEE-E859-89CC52288370.png	(from http://www.meitalav.co.il/)
10:16:22	4057/4057	---M--	200	added ('OK')	image/png	etag:%22559d06af-fd9%22	http://images7.webydo.com/91/9142713/3958%2fA755AD9A-D0B8-352F-7A64-2A8B4FCFEA31.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/A755AD9A-D0B8-352F-7A64-2A8B4FCFEA31.png	(from http://www.meitalav.co.il/)
10:16:23	3991/3991	---M--	200	added ('OK')	image/png	etag:%22559d07b5-f97%22	http://images7.webydo.com/91/9142713/3958%2f5EC959F9-536D-02AA-2001-09A0808AAD97.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/5EC959F9-536D-02AA-2001-09A0808AAD97.png	(from http://www.meitalav.co.il/)
10:16:25	125145/125145	---MCZ	200	added ('OK')	text/html	etag:W/%22a8feab432b3d2f19f4c402465f30d43a%22	http://www.meitalav.co.il/%d7%97%d7%99%d7%99%d7%9d-%d7%91%d7%a6%d7%9c-%d7%94%d7%97%d7%a8%d7%93%d7%94-%d7%95%d7%94%d7%a4%d7%97%d7%93.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%97%d7%99%d7%99%d7%9d-%d7%91%d7%a6%d7%9c-%d7%94%d7%97%d7%a8%d7%93%d7%94-%d7%95%d7%94%d7%a4%d7%97%d7%93.html	(from http://www.meitalav.co.il/)
10:16:25	3097/3097	---M--	200	added ('OK')	image/png	etag:%22559d075b-c19%22	http://images7.webydo.com/91/9142713/3958/38D587E1-6B45-EC99-01F0-7626E9AD2446.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/38D587E1-6B45-EC99-01F0-7626E9AD2446.png	(from http://www.meitalav.co.il/)
10:16:25	4075/4075	---M--	200	added ('OK')	image/png	etag:%2255c1d046-feb%22	http://images7.webydo.com/91/9142713/3958%2f7E171485-AF5E-92FB-D905-98F2D56DBF6F.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/7E171485-AF5E-92FB-D905-98F2D56DBF6F.png	(from http://www.meitalav.co.il/)
10:16:27	125263/125263	---MCZ	200	added ('OK')	text/html	etag:W/%22f1af23d2ccac805275f2d05f7039d9cd%22	http://www.meitalav.co.il/%d7%97%d7%a0%d7%95%d7%aa-%d7%9e%d7%95%d7%a6%d7%a8%d7%99%d7%9d.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%97%d7%a0%d7%95%d7%aa-%d7%9e%d7%95%d7%a6%d7%a8%d7%99%d7%9d.html	(from http://www.meitalav.co.il/)
10:16:27	3218/3218	---M--	200	added ('OK')	image/png	etag:%2255c1d0f5-c92%22	http://images7.webydo.com/91/9142713/3958/36CDE3C5-C044-ECB9-F433-7363570EE81E.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/36CDE3C5-C044-ECB9-F433-7363570EE81E.png	(from http://www.meitalav.co.il/)
10:16:28	121716/121716	---MCZ	200	added ('OK')	text/html	etag:W/%22667cf4af510aa8dfc9f701bc2a66de61%22	http://www.meitalav.co.il/%d7%a1%d7%a8%d7%98%d7%95%d7%a0%d7%99%d7%9d.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%a1%d7%a8%d7%98%d7%95%d7%a0%d7%99%d7%9d.html	(from http://www.meitalav.co.il/)
10:16:29	3233/3233	---M--	200	added ('OK')	image/png	etag:%22559d0cf4-ca1%22	http://images7.webydo.com/91/9142713/3958/D2446960-F952-C637-C130-23CC2F583694.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/D2446960-F952-C637-C130-23CC2F583694.png	(from http://www.meitalav.co.il/)
10:16:30	125324/125324	---MCZ	200	added ('OK')	text/html	etag:W/%227c204cbd5c694e6d68e028c0c7717a0b%22	http://www.meitalav.co.il/%d7%a9%d7%a4%d7%aa-%d7%94%d7%92%d7%95%d7%a3-%d7%95%d7%94%d7%a0%d7%a4%d7%a9.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%a9%d7%a4%d7%aa-%d7%94%d7%92%d7%95%d7%a3-%d7%95%d7%94%d7%a0%d7%a4%d7%a9.html	(from http://www.meitalav.co.il/)
10:16:31	3231/3231	---M--	200	added ('OK')	image/png	etag:%22559d0c4e-c9f%22	http://images7.webydo.com/91/9142713/3958/4E5EFBA0-1D6A-0341-16B5-0C8702E6C205.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/4E5EFBA0-1D6A-0341-16B5-0C8702E6C205.png	(from http://www.meitalav.co.il/)
10:16:32	119952/119952	---MCZ	200	added ('OK')	text/html	etag:W/%22f56758bb1f34217460f296e087bd0c76%22	http://www.meitalav.co.il/%d7%aa%d7%99%d7%a0%d7%95%d7%a7%d7%95%d7%aa-%d7%95%d7%99%d7%9c%d7%93%d7%99%d7%9d.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%aa%d7%99%d7%a0%d7%95%d7%a7%d7%95%d7%aa-%d7%95%d7%99%d7%9c%d7%93%d7%99%d7%9d.html	(from http://www.meitalav.co.il/)
10:16:33	3233/3233	---M--	200	added ('OK')	image/png	etag:%22559d0506-ca1%22	http://images7.webydo.com/91/9142713/3958/978BFA6E-1E03-B181-0EDF-DFC9F2BB8999.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/978BFA6E-1E03-B181-0EDF-DFC9F2BB8999.png	(from http://www.meitalav.co.il/)
10:16:33	15036/15036	---M--	200	added ('OK')	image/png	etag:%2255e817b9-3abc%22	http://images7.webydo.com/91/9142713/3958/00F04C2D-D2FD-12F6-ECA7-DA9355F91733.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/00F04C2D-D2FD-12F6-ECA7-DA9355F91733.png	(from http://www.meitalav.co.il/)
10:16:35	122714/122714	---MCZ	200	added ('OK')	text/html	etag:W/%22b3bc144218279d743f171615d0d3afc3%22	http://www.meitalav.co.il/%d7%a7%d7%95%d7%a1%d7%9e%d7%98%d7%99%d7%a7%d7%94-%d7%98%d7%91%d7%a2%d7%99%d7%aa.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%a7%d7%95%d7%a1%d7%9e%d7%98%d7%99%d7%a7%d7%94-%d7%98%d7%91%d7%a2%d7%99%d7%aa.html	(from http://www.meitalav.co.il/)
10:16:39	91262/91262	---M--	200	added ('OK')	image/png	etag:%22559d091d-1647e%22	http://images7.webydo.com/91/9142713/3958%2fA2F1BC58-8725-E0E8-7E5B-051D52896273.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/A2F1BC58-8725-E0E8-7E5B-051D52896273.png	(from http://www.meitalav.co.il/)
10:16:43	156726/156726	---M--	200	added ('OK')	image/png	etag:%22559d06e9-26436%22	http://images7.webydo.com/91/9142713/3958%2f87961026-8572-8F33-3589-B9D2CF6A7BC6.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/87961026-8572-8F33-3589-B9D2CF6A7BC6.png	(from http://www.meitalav.co.il/)
10:16:55	124689/124689	---M--	200	added ('OK')	image/jpeg	etag:%2256cb30f7-1e711%22	http://images7.webydo.com/91/9142713/606026/009C374C-6BB8-4337-2F49-3EBBEFC760ED.jpg	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/606026/009C374C-6BB8-4337-2F49-3EBBEFC760ED.jpg	(from http://www.meitalav.co.il/)
10:16:56	1924/1924	---M--	200	added ('OK')	image/png	etag:%225513bde4-784%22	http://images7.webydo.com/-1/GalleryGeneral/gallery_prev_arrow.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/-1/GalleryGeneral/gallery_prev_arrow.png	(from http://www.meitalav.co.il/)
10:16:57	1968/1968	---M--	200	added ('OK')	image/png	etag:%225513bde4-7b0%22	http://images7.webydo.com/-1/GalleryGeneral/gallery_next_arrow.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/-1/GalleryGeneral/gallery_next_arrow.png	(from http://www.meitalav.co.il/)
10:16:57	1924/1924	---M--	200	added ('OK')	image/png	etag:%225513bde4-784%22	http://images7.webydo.com/91/9142713/..%2f..%2f-1%2fGalleryGeneral%2fgallery_prev_arrow.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713///-1/GalleryGeneral/gallery_prev_arrow.png	(from http://www.meitalav.co.il/)
10:16:58	1968/1968	---M--	200	added ('OK')	image/png	etag:%225513bde4-7b0%22	http://images7.webydo.com/91/9142713/..%2f..%2f-1%2fGalleryGeneral%2fgallery_next_arrow.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713///-1/GalleryGeneral/gallery_next_arrow.png	(from http://www.meitalav.co.il/)
10:16:59	78957/78957	---MCZ	200	added ('OK')	text/html	etag:W/%22d7346057b6f980a3b8653d1e85a3143d%22	http://www.meitalav.co.il/home.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/home.html	(from http://www.meitalav.co.il/)
10:17:00	129073/129073	---M--	200	added ('OK')	image/jpeg	etag:%2256cb30ff-1f831%22	http://images7.webydo.com/91/9142713/606026/EA72DA27-BB48-D7E0-124F-4A3B0582EC22.jpg	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/606026/EA72DA27-BB48-D7E0-124F-4A3B0582EC22.jpg	(from http://www.meitalav.co.il/)
10:17:01	115218/115218	---M--	200	added ('OK')	image/jpeg	etag:%2256cb3104-1c212%22	http://images7.webydo.com/91/9142713/606026/D0DAACB1-8070-7A91-D031-0F4414BAF2E9.jpg	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/606026/D0DAACB1-8070-7A91-D031-0F4414BAF2E9.jpg	(from http://www.meitalav.co.il/)
10:17:01	5835/5835	---M--	200	added ('OK')	image/png	etag:%2255d9724c-16cb%22	http://images7.webydo.com/91/9142713/3958/E4EBEEFB-6EEE-E577-D17D-D091DFC37EF8.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/E4EBEEFB-6EEE-E577-D17D-D091DFC37EF8.png	(from http://www.meitalav.co.il/)
10:17:02	5373/5373	---M--	200	added ('OK')	image/png	etag:%22559cfce4-14fd%22	http://images7.webydo.com/91/9142713/3958%2f307BE7AD-BC0B-C5DA-3EAE-BA233A89E30B.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/307BE7AD-BC0B-C5DA-3EAE-BA233A89E30B.png	(from http://www.meitalav.co.il/)
10:17:02	16252/16252	---M--	200	added ('OK')	image/png	etag:%2255dc19ad-3f7c%22	http://images7.webydo.com/91/9142713/3958%2f9CA33C86-6F17-971A-40E7-22F3C83BF10A.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/9CA33C86-6F17-971A-40E7-22F3C83BF10A.png	(from http://www.meitalav.co.il/)
10:17:03	146089/146089	---MCZ	200	added ('OK')	text/html	etag:W/%224663ab1a070a9c07279c7aa19732d58f%22	http://www.meitalav.co.il/%d7%98%d7%99%d7%a4%d7%95%d7%9c%d7%99%d7%9d-%d7%a9%d7%9c%d7%a0%d7%95.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%98%d7%99%d7%a4%d7%95%d7%9c%d7%99%d7%9d-%d7%a9%d7%9c%d7%a0%d7%95.html	(from http://www.meitalav.co.il/)
10:17:06	124193/124193	---MCZ	200	added ('OK')	text/html	etag:W/%225ee28d12ee2e8c71afd5e43de3d9beaf%22	http://www.meitalav.co.il/%d7%a1%d7%93%d7%a0%d7%90%d7%95%d7%aa-%d7%95%d7%94%d7%a8%d7%a6%d7%90%d7%95%d7%aa.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%a1%d7%93%d7%a0%d7%90%d7%95%d7%aa-%d7%95%d7%94%d7%a8%d7%a6%d7%90%d7%95%d7%aa.html	(from http://www.meitalav.co.il/)
10:17:06	227967/227967	---M--	200	added ('OK')	image/jpeg	etag:%2256cb30ee-37a7f%22	http://images7.webydo.com/91/9142713/606026/C315C85C-4BFF-5D63-8473-C56A1B6C9D3F.jpg	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/606026/C315C85C-4BFF-5D63-8473-C56A1B6C9D3F.jpg	(from http://www.meitalav.co.il/)
10:17:07	123252/123252	---MCZ	200	added ('OK')	text/html	etag:W/%221e16c53a35d61ef45fe3ba73bd802f5c%22	http://www.meitalav.co.il/%d7%9e%d7%90%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%a1%d7%a8%d7%98%d7%95%d7%a0%d7%99%d7%9d.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%9e%d7%90%d7%9e%d7%a8%d7%99%d7%9d-%d7%95%d7%a1%d7%a8%d7%98%d7%95%d7%a0%d7%99%d7%9d.html	(from http://www.meitalav.co.il/)
10:17:07	69947/69947	---MCZ	200	added ('OK')	text/html	etag:W/%22aef3206a516dc2a3849cf021cd87ddb3%22	http://www.meitalav.co.il/%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-%d7%9c%d7%a7%d7%95%d7%97%d7%95%d7%aa.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-%d7%9c%d7%a7%d7%95%d7%97%d7%95%d7%aa.html	(from http://www.meitalav.co.il/)
10:17:08	64620/64620	---MCZ	200	added ('OK')	text/html	etag:W/%22933301ec258cb51a7712f159b9d3b306%22	http://www.meitalav.co.il/contact.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/contact.html	(from http://www.meitalav.co.il/)
10:17:08	5669/5669	---M--	200	added ('OK')	image/png	etag:%2255d97314-1625%22	http://images7.webydo.com/91/9142713/3958/425E054E-A94A-EAEB-6CC0-D190FCD634B2.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/425E054E-A94A-EAEB-6CC0-D190FCD634B2.png	(from http://www.meitalav.co.il/)
10:17:08	3989/3989	---M--	200	added ('OK')	image/png	etag:%22559d0d31-f95%22	http://images7.webydo.com/91/9142713/3958%2fEC85E6A5-BD2D-EE5A-3923-899BE02A9DA0.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/EC85E6A5-BD2D-EE5A-3923-899BE02A9DA0.png	(from http://www.meitalav.co.il/)
10:17:08	5835/5835	---M--	200	added ('OK')	image/png	etag:%2256cd68df-16cb%22	http://images7.webydo.com/91/9142713/3958%2fEC0C0A60-E11A-89DA-1EEA-86A3FB5AF2AC.png	C:/My%20Web%20Sites/MeitalAfterFix/images7.webydo.com/91/9142713/3958/EC0C0A60-E11A-89DA-1EEA-86A3FB5AF2AC.png	(from http://www.meitalav.co.il/)
10:17:09	120509/120509	---MCZ	200	added ('OK')	text/html	etag:W/%226f73f31ee439b4e15234050c008c5021%22	http://www.meitalav.co.il/%d7%9e%d7%a2%d7%a8%d7%9b%d7%aa-%d7%90%d7%95%d7%a8%d7%aa%d7%95%d7%a4%d7%93%d7%99%d7%aa.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%9e%d7%a2%d7%a8%d7%9b%d7%aa-%d7%90%d7%95%d7%a8%d7%aa%d7%95%d7%a4%d7%93%d7%99%d7%aa.html	(from http://www.meitalav.co.il/)
10:17:10	122397/122397	---MCZ	200	added ('OK')	text/html	etag:W/%220f455664a5caaef0f0b44cea72b0c43a%22	http://www.meitalav.co.il/%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%95%d7%a2%d7%99%d7%a1%d7%95%d7%99-%d7%9e%d7%a9%d7%95%d7%9c%d7%91.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%95%d7%a2%d7%99%d7%a1%d7%95%d7%99-%d7%9e%d7%a9%d7%95%d7%9c%d7%91.html	(from http://www.meitalav.co.il/)
10:17:11	129648/129648	---MCZ	200	added ('OK')	text/html	etag:W/%2210e25d58626756ef01da7d8548805fa3%22	http://www.meitalav.co.il/%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%91%d7%93%d7%99%d7%a7%d7%95%d7%a8.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%91%d7%93%d7%99%d7%a7%d7%95%d7%a8.html	(from http://www.meitalav.co.il/)
10:17:13	123615/123615	---MCZ	200	added ('OK')	text/html	etag:W/%22516dfa37b3b0c227f12b4b013285acda%22	http://www.meitalav.co.il/%d7%a8%d7%a4%d7%9c%d7%a7%d7%a1%d7%95%d7%9c%d7%95%d7%92%d7%99%d7%94.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%a8%d7%a4%d7%9c%d7%a7%d7%a1%d7%95%d7%9c%d7%95%d7%92%d7%99%d7%94.html	(from http://www.meitalav.co.il/)
10:17:13	122299/122299	---MCZ	200	added ('OK')	text/html	etag:W/%2270cef402c4f6b64bee9124a63e2fc723%22	http://www.meitalav.co.il/%d7%a0%d7%98%d7%95%d7%a8%d7%95%d7%a4%d7%aa%d7%99%d7%94.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%a0%d7%98%d7%95%d7%a8%d7%95%d7%a4%d7%aa%d7%99%d7%94.html	(from http://www.meitalav.co.il/)
10:17:14	119713/119713	---MCZ	200	added ('OK')	text/html	etag:W/%220b4cc692a99824ef4754543531dbf50f%22	http://www.meitalav.co.il/%d7%94%d7%95%d7%9e%d7%95%d7%a4%d7%aa%d7%99%d7%94-%d7%9e%d7%95%d7%93%d7%a8%d7%a0%d7%99%d7%aa.html	C:/My%20Web%20Sites/MeitalAfterFix/www.meitalav.co.il/%d7%94%d7%95%d7%9e%d7%95%d7%a4%d7%aa%d7%99%d7%94-%d7%9e%d7%95%d7%93%d7%a8%d7%a0%d7%99%d7%aa.html	(from http://www.meitalav.co.il/)
